loss,tp,fp,tn,fn,accuracy,precision,recall,auc,prc
0.42033135890960693,14.0,9.0,76.0,0.0,0.9090909361839294,0.6086956262588501,1.0,0.9247899055480957,0.4686477482318878
0.4289836287498474,14.0,13.0,72.0,0.0,0.868686854839325,0.5185185074806213,1.0,0.9277310967445374,0.4778307378292084
1.5683951377868652,14.0,55.0,30.0,0.0,0.4444444477558136,0.2028985470533371,1.0,0.9378150701522827,0.513231635093689
0.42081254720687866,14.0,10.0,75.0,0.0,0.8989899158477783,0.5833333134651184,1.0,0.9277311563491821,0.477830708026886
0.42666301131248474,14.0,13.0,72.0,0.0,0.868686854839325,0.5185185074806213,1.0,0.9285714030265808,0.48036131262779236
0.4218211770057678,14.0,11.0,74.0,0.0,0.8888888955116272,0.5600000023841858,1.0,0.9252101182937622,0.46995165944099426
0.4278115928173065,14.0,12.0,73.0,0.0,0.8787878751754761,0.5384615659713745,1.0,0.9252101182937622,0.4699516296386719
0.42397600412368774,14.0,11.0,74.0,0.0,0.8888888955116272,0.5600000023841858,1.0,0.9268907308578491,0.47529006004333496
1.550554871559143,14.0,55.0,30.0,0.0,0.4444444477558136,0.2028985470533371,1.0,0.943697452545166,0.5371865630149841
0.42555126547813416,14.0,12.0,73.0,0.0,0.8787878751754761,0.5384615659713745,1.0,0.9285714626312256,0.48036134243011475
0.41851797699928284,14.0,9.0,76.0,0.0,0.9090909361839294,0.6086956262588501,1.0,0.9252100586891174,0.4699516296386719
0.777522087097168,14.0,43.0,42.0,0.0,0.5656565427780151,0.24561403691768646,1.0,0.9281512498855591,0.4793523848056793
0.42095088958740234,14.0,9.0,76.0,0.0,0.9090909361839294,0.6086956262588501,1.0,0.9252101182937622,0.46995165944099426
1.563039779663086,14.0,55.0,30.0,0.0,0.4444444477558136,0.2028985470533371,1.0,0.943697452545166,0.5371865630149841
0.422558069229126,14.0,11.0,74.0,0.0,0.8888888955116272,0.5600000023841858,1.0,0.9252101182937622,0.4699516296386719
0.4195956587791443,14.0,9.0,76.0,0.0,0.9090909361839294,0.6086956262588501,1.0,0.923109233379364,0.46318164467811584
0.421725869178772,14.0,11.0,74.0,0.0,0.8888888955116272,0.5600000023841858,1.0,0.9252101182937622,0.46995165944099426
1.5631743669509888,14.0,55.0,30.0,0.0,0.4444444477558136,0.2028985470533371,1.0,0.943697452545166,0.5371865630149841
0.4280082881450653,14.0,13.0,72.0,0.0,0.868686854839325,0.5185185074806213,1.0,0.9285714030265808,0.48036134243011475
1.5518029928207397,14.0,53.0,32.0,0.0,0.46464645862579346,0.20895522832870483,1.0,0.943697452545166,0.5371865630149841
