loss,tp,fp,tn,fn,accuracy,precision,recall,auc,prc
0.5643181800842285,9.0,12.0,63.0,5.0,0.8089887499809265,0.4285714328289032,0.6428571343421936,0.8857143521308899,0.4726858139038086
0.6557735800743103,9.0,13.0,62.0,5.0,0.7977527976036072,0.40909090638160706,0.6428571343421936,0.8633333444595337,0.4342959523200989
0.6406984925270081,9.0,13.0,62.0,5.0,0.7977527976036072,0.40909090638160706,0.6428571343421936,0.8295238018035889,0.4094330072402954
0.6195228099822998,8.0,13.0,62.0,6.0,0.7865168452262878,0.380952388048172,0.5714285969734192,0.8328571319580078,0.41057825088500977
0.559155285358429,8.0,11.0,64.0,6.0,0.8089887499809265,0.42105263471603394,0.5714285969734192,0.8909523487091064,0.5164051651954651
0.6239035129547119,10.0,12.0,63.0,4.0,0.8202247023582458,0.4545454680919647,0.7142857313156128,0.8776190876960754,0.46314895153045654
0.6335488557815552,8.0,12.0,63.0,6.0,0.7977527976036072,0.4000000059604645,0.5714285969734192,0.8261905312538147,0.4085427522659302
0.5905673503875732,9.0,12.0,63.0,5.0,0.8089887499809265,0.4285714328289032,0.6428571343421936,0.8657143115997314,0.4501902461051941
0.5949450731277466,8.0,12.0,63.0,6.0,0.7977527976036072,0.4000000059604645,0.5714285969734192,0.8600000143051147,0.43610066175460815
0.6277825236320496,10.0,14.0,61.0,4.0,0.7977527976036072,0.4166666567325592,0.7142857313156128,0.8614285588264465,0.44045352935791016
0.6247633099555969,11.0,13.0,62.0,3.0,0.8202247023582458,0.4583333432674408,0.7857142686843872,0.8871428966522217,0.4770693778991699
0.6445645689964294,9.0,13.0,62.0,5.0,0.7977527976036072,0.40909090638160706,0.6428571343421936,0.8600000143051147,0.43297839164733887
0.5768433809280396,6.0,12.0,63.0,8.0,0.7752808928489685,0.3333333432674408,0.4285714328289032,0.8576191067695618,0.4358147382736206
0.6093810796737671,12.0,12.0,63.0,2.0,0.8426966071128845,0.5,0.8571428656578064,0.9033333659172058,0.5059375762939453
0.559703528881073,6.0,11.0,64.0,8.0,0.7865168452262878,0.3529411852359772,0.4285714328289032,0.8285714387893677,0.4426898956298828
0.5957880020141602,7.0,13.0,62.0,7.0,0.7752808928489685,0.3499999940395355,0.5,0.8452381491661072,0.4212014079093933
0.5750135779380798,8.0,12.0,63.0,6.0,0.7977527976036072,0.4000000059604645,0.5714285969734192,0.8800000548362732,0.470414936542511
0.6070626974105835,7.0,13.0,62.0,7.0,0.7752808928489685,0.3499999940395355,0.5,0.8252381086349487,0.4012482166290283
0.6060101985931396,7.0,13.0,62.0,7.0,0.7752808928489685,0.3499999940395355,0.5,0.8604761958122253,0.43321752548217773
0.6150165796279907,10.0,13.0,62.0,4.0,0.8089887499809265,0.43478259444236755,0.7142857313156128,0.8742856979370117,0.45404350757598877
