loss,tp,fp,tn,fn,accuracy,precision,recall,auc,prc
0.8750258684158325,3.0,26.0,55.0,0.0,0.6904761791229248,0.1034482792019844,1.0,0.8641976118087769,0.11002999544143677
0.7291728258132935,3.0,28.0,53.0,0.0,0.6666666865348816,0.09677419066429138,1.0,0.8991769552230835,0.14172163605690002
0.703799307346344,3.0,26.0,55.0,0.0,0.6904761791229248,0.1034482792019844,1.0,0.8971192836761475,0.13919782638549805
0.6864641308784485,3.0,26.0,55.0,0.0,0.6904761791229248,0.1034482792019844,1.0,0.9382715225219727,0.2597062587738037
1.011439323425293,3.0,32.0,49.0,0.0,0.6190476417541504,0.08571428805589676,1.0,0.8580246567726135,0.10641312599182129
0.74949711561203,3.0,28.0,53.0,0.0,0.6666666865348816,0.09677419066429138,1.0,0.8971192836761475,0.13909702003002167
0.8831135034561157,3.0,29.0,52.0,0.0,0.6547619104385376,0.09375,1.0,0.8888888955116272,0.13149380683898926
0.9574077129364014,3.0,30.0,51.0,0.0,0.6428571343421936,0.09090909361839294,1.0,0.8868312835693359,0.12873072922229767
0.7226191163063049,3.0,24.0,57.0,0.0,0.7142857313156128,0.1111111119389534,1.0,0.9259258508682251,0.1815962791442871
1.0571027994155884,3.0,32.0,49.0,0.0,0.6190476417541504,0.08571428805589676,1.0,0.8518518209457397,0.10157833993434906
1.0013097524642944,3.0,34.0,47.0,0.0,0.5952380895614624,0.0810810774564743,1.0,0.8909465074539185,0.13272061944007874
0.8935210704803467,3.0,29.0,52.0,0.0,0.6547619104385376,0.09375,1.0,0.890946626663208,0.13347285985946655
0.7157709002494812,3.0,26.0,55.0,0.0,0.6904761791229248,0.1034482792019844,1.0,0.8888887763023376,0.13149380683898926
0.7164772152900696,3.0,28.0,53.0,0.0,0.6666666865348816,0.09677419066429138,1.0,0.9135801792144775,0.15901044011116028
0.7143903374671936,3.0,28.0,53.0,0.0,0.6666666865348816,0.09677419066429138,1.0,0.8991769552230835,0.14172163605690002
0.6685333847999573,3.0,21.0,60.0,0.0,0.75,0.125,1.0,0.903292179107666,0.14785604178905487
0.7105855941772461,3.0,27.0,54.0,0.0,0.6785714030265808,0.10000000149011612,1.0,0.9074073433876038,0.15186983346939087
0.755398154258728,3.0,27.0,54.0,0.0,0.6785714030265808,0.10000000149011612,1.0,0.909464955329895,0.15323549509048462
0.9337440729141235,3.0,33.0,48.0,0.0,0.6071428656578064,0.0833333358168602,1.0,0.9156377911567688,0.16258826851844788
0.6991053819656372,3.0,24.0,57.0,0.0,0.7142857313156128,0.1111111119389534,1.0,0.9403291344642639,0.2311551421880722
