loss,tp,fp,tn,fn,accuracy,precision,recall,auc,prc
0.2613562345504761,3.0,11.0,78.0,0.0,0.8804348111152649,0.2142857164144516,1.0,0.9981272220611572,0.9488579034805298
0.3036801218986511,3.0,10.0,79.0,0.0,0.8913043737411499,0.23076923191547394,1.0,0.9887639284133911,0.6290154457092285
0.38741832971572876,3.0,12.0,77.0,0.0,0.8695651888847351,0.20000000298023224,1.0,0.9925092458724976,0.8007864952087402
0.4333414137363434,3.0,13.0,76.0,0.0,0.8586956262588501,0.1875,1.0,0.9925092458724976,0.8007864952087402
0.4210737943649292,3.0,12.0,77.0,0.0,0.8695651888847351,0.20000000298023224,1.0,0.9887639284133911,0.6000000238418579
0.4030073285102844,3.0,7.0,82.0,0.0,0.9239130616188049,0.30000001192092896,1.0,0.9775280952453613,0.4285714328289032
0.5555198788642883,3.0,7.0,82.0,0.0,0.9239130616188049,0.30000001192092896,1.0,0.9719100594520569,0.375
0.6993862390518188,3.0,9.0,80.0,0.0,0.9021739363670349,0.25,1.0,0.9719101190567017,0.375
0.6022951006889343,3.0,9.0,80.0,0.0,0.9021739363670349,0.25,1.0,0.9719100594520569,0.375
0.5821112990379333,3.0,6.0,83.0,0.0,0.9347826242446899,0.3333333432674408,1.0,0.9775280952453613,0.4285714328289032
0.5997692346572876,3.0,6.0,83.0,0.0,0.9347826242446899,0.3333333432674408,1.0,0.9719101190567017,0.375
0.7742475271224976,3.0,11.0,78.0,0.0,0.8804348111152649,0.2142857164144516,1.0,0.9719101190567017,0.375
0.5767069458961487,3.0,8.0,81.0,0.0,0.9130434989929199,0.27272728085517883,1.0,0.9719101190567017,0.375
0.5048416256904602,3.0,7.0,82.0,0.0,0.9239130616188049,0.30000001192092896,1.0,0.9775280952453613,0.4285714328289032
0.43171361088752747,3.0,5.0,84.0,0.0,0.945652186870575,0.375,1.0,0.9775280952453613,0.4285714328289032
0.46899622678756714,3.0,5.0,84.0,0.0,0.945652186870575,0.375,1.0,0.9775280952453613,0.4285714328289032
0.422382652759552,3.0,5.0,84.0,0.0,0.945652186870575,0.375,1.0,0.9775280952453613,0.4285714328289032
0.4187547564506531,3.0,5.0,84.0,0.0,0.945652186870575,0.375,1.0,0.9775280952453613,0.4285714328289032
0.5945152640342712,3.0,7.0,82.0,0.0,0.9239130616188049,0.30000001192092896,1.0,0.9775280952453613,0.4285714328289032
0.3398148715496063,3.0,4.0,85.0,0.0,0.95652174949646,0.4285714328289032,1.0,0.983146071434021,0.5
