DATE,PN02312FM,PD37976BM,PN02028AM,PD37972BM,PD37974BM,Class
2013-05-01,0.006797805681229008,-0.003813260764423454,0.0016013493453508332,0.0015602616010905734,-0.0022494464810032255,0
2013-06-01,0.007266518678395784,-0.0034686708688687062,0.0013534505775361083,0.003157272521850274,-0.0031811932707617174,0
2013-07-01,0.007571373003131043,-0.002950986550989576,0.001042797824704067,0.00455232988499521,-0.003523907673062432,0
2013-08-01,0.007575726551483086,-0.00220194783479144,0.0006725490580219429,0.005477911145389314,-0.0031846269668163174,0
2013-09-01,0.007227185565275462,-0.0012894909891949524,0.00025461832195361467,0.005997001516056422,-0.002683656604348883,0
2013-10-01,0.006714198684500516,-0.0007979038686452,-0.0003347317957267393,0.006090043242307885,-0.002579978372198255,0
2013-11-01,0.0062068844705525095,-0.0007287283559538338,-0.0009993131971972602,0.005786937671507175,-0.0030920045430224974,0
2013-12-01,0.0055674265150891245,-0.0005243828922418814,-0.0015170142616725002,0.005197795209429756,-0.0040673702939768575,0
2014-01-01,0.004890644173642045,-0.00022196298120835678,-0.0018624702371621282,0.004406797687158459,-0.004924394288264189,0
2014-02-01,0.004313890651426178,0.00022601351588846796,-0.0020045487333844036,0.0035752885144155755,-0.0050412729738607,0
2014-03-01,0.003519664206994122,0.0008902510105075478,-0.0019531105169061647,0.0027587731001261773,-0.0043180718866171475,0
2014-04-01,0.002389269744448086,0.0014773804556442727,-0.0019668284289675597,0.0018208499348837393,-0.0033248910298926404,0
2014-05-01,0.001029443246416406,0.001963619690870999,-0.001977523440416462,0.0008825344210290353,-0.00213247173116482,0
2014-06-01,-0.000587111655732997,0.002575034908312901,-0.0019852779831346368,2.243614424823903e-05,-0.0010828145450734183,0
2014-07-01,-0.002289266424979175,0.0028783560363701,-0.002176526484752195,-0.0009414005121604063,-0.0006612590655858952,0
2014-08-01,-0.003763150333281118,0.002615175311357909,-0.0024517145887097413,-0.0018635693366775286,-0.001009784547682635,0
2014-09-01,-0.0047627001023027304,0.0022619973861175424,-0.002631807269117381,-0.0024641645551897184,-0.0018696922277818828,0
2014-10-01,-0.005220323595466425,0.0018649794079719229,-0.0025582234342929056,-0.0028632071674703496,-0.003016736094964223,0
2014-11-01,-0.005323060461710938,0.0013811813152821983,-0.0022885403693369,-0.003273438481404156,-0.0037601864947038877,0
2014-12-01,-0.005371224943731434,0.0008223511738787437,-0.001966740692878055,-0.0035397601099784737,-0.004130003972344198,0
2015-01-01,-0.0054373365485300695,0.00020817579785958884,-0.0016941826580980646,-0.003451797234099274,-0.00425003104155941,0
2015-02-01,-0.005540737808598095,-0.00013188712321099416,-0.0015378701356318913,-0.003154319966788499,-0.004096157001791667,0
2015-03-01,-0.005726545630990287,-0.00017120152896143992,-0.001599100220240679,-0.0027799297448733995,-0.0041795341575809886,0
2015-04-01,-0.006052779016282983,-0.00028883241635746515,-0.0018485514868293862,-0.0024267536331459283,-0.004888086151352944,0
