DATE,CPIAUCNS,FEDFUNDS,INDPRO,MPRIME,PAYEMS,TOTALSA,UNRATENSA,NBER
2018-10-01,252.885,2.19,104.0476,5.25,149471.0,18.299,3.5,0.0
2018-11-01,252.038,2.2,103.9603,5.25,149573.0,18.02,3.5,0.0
2018-12-01,251.233,2.27,103.869,5.35,149821.0,18.167,3.7,0.0
2019-01-01,251.712,2.4,103.2684,5.5,150100.0,17.291,4.4,0.0
2019-02-01,252.776,2.4,102.8157,5.5,150124.0,16.968,4.1,0.0
2019-03-01,254.202,2.41,102.9,5.5,150348.0,17.733,3.9,0.0
2019-04-01,255.548,2.42,102.3826,5.5,150636.0,16.898,3.3,0.0
2019-05-01,256.092,2.39,102.5756,5.5,150713.0,17.725,3.4,0.0
2019-06-01,256.143,2.38,102.5928,5.5,150843.0,17.68,3.8,0.0
2019-07-01,256.571,2.4,102.2012,5.5,150921.0,17.551,4.0,0.0
2019-08-01,256.558,2.13,102.9086,5.25,151081.0,17.635,3.8,0.0
2019-09-01,256.759,2.04,102.579,5.15,151244.0,17.77,3.3,0.0
2019-10-01,257.346,1.83,101.7775,4.99,151337.0,17.425,3.3,0.0
2019-11-01,257.208,1.55,102.0979,4.75,151589.0,17.645,3.3,0.0
2019-12-01,256.974,1.55,101.7632,4.75,151789.0,17.54,3.4,0.0
2020-01-01,257.971,1.55,101.303,4.75,152128.0,17.314,4.0,0.0
2020-02-01,258.678,1.58,101.7038,4.75,152504.0,17.061,3.8,1.0
2020-03-01,258.115,0.65,97.8746,3.78,151006.0,11.68,4.5,1.0
2020-04-01,256.389,0.05,84.959,3.25,130513.0,8.923,14.4,1.0
2020-05-01,256.394,0.05,86.3345,3.25,133155.0,12.328,13.0,0.0
2020-06-01,257.797,0.08,91.7523,3.25,137660.0,13.271,11.2,0.0
2020-07-01,259.101,0.09,95.2439,3.25,139048.0,15.075,10.5,0.0
2020-08-01,259.918,0.1,96.1173,3.25,140713.0,15.704,8.5,0.0
2020-09-01,260.28,0.09,96.0711,3.25,141632.0,16.692,7.7,0.0
2020-10-01,260.388,0.09,96.825,3.25,142279.0,17.084,6.6,0.0
2020-11-01,260.229,0.09,97.1183,3.25,142612.0,16.492,6.4,0.0
2020-12-01,260.474,0.09,98.138,3.25,142497.0,16.927,6.5,0.0
2021-01-01,261.582,0.09,99.2645,3.25,143017.0,17.327,6.8,0.0
2021-02-01,263.014,0.08,96.2231,3.25,143727.0,16.106,6.6,0.0
2021-03-01,264.877,0.07,98.8621,3.25,144431.0,18.223,6.2,0.0
2021-04-01,267.054,0.07,99.0246,3.25,144694.0,18.655,5.7,0.0
2021-05-01,269.195,0.06,99.7785,3.25,145141.0,17.177,5.5,0.0
2021-06-01,271.696,0.08,100.1923,3.25,145698.0,15.757,6.1,0.0
2021-07-01,273.003,0.1,100.8724,3.25,146387.0,15.067,5.7,0.0
2021-08-01,273.567,0.09,100.837,3.25,146904.0,13.486,5.3,0.0
2021-09-01,274.31,0.08,99.8498,3.25,147328.0,12.731,4.6,0.0
2021-10-01,276.589,0.08,101.3602,3.25,148005.0,13.662,4.3,0.0
2021-11-01,277.948,0.08,101.961,3.25,148652.0,13.542,3.9,0.0
2021-12-01,278.802,0.08,101.7587,3.25,149240.0,13.173,3.7,0.0
2022-01-01,281.148,0.08,102.146,3.25,149744.0,15.548,4.4,0.0
2022-02-01,283.716,0.08,102.8987,3.25,150458.0,14.164,4.1,0.0
2022-03-01,287.504,0.2,103.5717,3.37,150856.0,14.003,3.8,0.0
2022-04-01,289.109,0.33,104.2709,3.5,151224.0,14.74,3.3,0.0
2022-05-01,292.296,0.77,104.1646,3.94,151610.0,13.044,3.4,0.0
2022-06-01,296.311,1.21,103.9464,4.38,151903.0,13.522,3.8,0.0
2022-07-01,296.276,1.68,104.4852,4.85,152440.0,13.81,3.8,0.0
2022-08-01,296.171,2.33,104.4135,5.5,152732.0,13.74,3.8,0.0
2022-09-01,296.808,2.56,104.8129,5.73,153001.0,14.108,3.3,0.0
2022-10-01,298.012,3.08,104.7474,6.25,153285.0,15.613,3.4,0.0
2022-11-01,297.711,3.78,104.5175,6.95,153548.0,14.633,3.4,0.0
