DATE,INDPRO,PAYEMS,UNRATENSA,MPRIME,TOTALSA,Class
1985-10-01,0.0006278822527061578,0.001784288005300283,0.001640921595321032,-0.013370795403380598,0.001251510296878866,0
1985-11-01,0.0005975892771710178,0.0017056437663018897,0.0016424634534322191,-0.013645379676795244,0.0014941383461088975,0
1985-12-01,0.0006077809393314482,0.0016445577497599118,0.001813873566099078,-0.014110971821093887,0.0026601421906375933,0
1986-01-01,0.000683705893519182,0.0016042987223503502,0.0021462044860538487,-0.014579792534390457,0.003730305856395777,0
1986-02-01,0.0008000061106052669,0.0015841232656601534,0.002472893061005399,-0.014994130652980164,0.004206942579914941,0
1986-03-01,0.000919185134560685,0.001578926552493698,0.002699505996051732,-0.015493868558443591,0.00406245799601912,0
1986-04-01,0.0010291562917883468,0.00158736517763991,0.0028296879731584124,-0.016195357786070286,0.002875690330240932,0
1986-05-01,0.0011641951110963333,0.00160678674563286,0.002987036457685832,-0.017047862492369337,0.0013916633588642036,0
1986-06-01,0.0013503220621871037,0.001637596822485321,0.003347451989510697,-0.01774493103311503,0.00032382516903917136,0
1986-07-01,0.001618937508244045,0.0016837059435008683,0.004061454503315964,-0.01786055682095089,-0.0003834626456011847,0
1986-08-01,0.0019774079881953455,0.0017450227983584199,0.005090398505966265,-0.017074931168258534,-0.0011326968775566826,0
1986-09-01,0.002417506033717487,0.0018236102834254808,0.0063753789505316405,-0.015240567160957674,-0.0018295703579340739,0
1986-10-01,0.002938869826789592,0.00191845798157253,0.007809594080347315,-0.01242170629401862,-0.002080099302895988,0
1986-11-01,0.003499267478701995,0.002020325788057775,0.009243734070430554,-0.008854717466136197,-0.002204928999073541,0
1986-12-01,0.004031688670636413,0.002117817191928495,0.010473108657112817,-0.004731553736169403,-0.002806747330343917,0
1987-01-01,0.004502836318557968,0.0022090905998624066,0.011253046691516166,-0.0003988363116151916,-0.003991933909845535,0
1987-02-01,0.004915768134194032,0.0022911553770885718,0.011779376166763944,0.0035831811267441616,-0.005292542082622198,0
1987-03-01,0.00526556356086072,0.0023609885595146096,0.012170736146523975,0.006880861727672993,-0.006028846035077251,0
1987-04-01,0.0055276360580913675,0.002414089457486668,0.012485534425100475,0.009401215771261295,-0.005797618954523909,0
1987-05-01,0.005692410248235191,0.002457629804286654,0.012766733197857372,0.011019048745801285,-0.004566059346695184,0
1987-06-01,0.005768241843231436,0.002500037108742248,0.012962523056549102,0.01158452651844577,-0.002443858553043743,0
1987-07-01,0.005755077078940296,0.002538750647685717,0.012992997258995942,0.011242444724961054,0.00010256006401387907,0
1987-08-01,0.005658872859650721,0.002570970505010095,0.01280651870383509,0.010428299565366395,0.002355088906251357,0
1987-09-01,0.005484583148368749,0.002596203067808389,0.012505290745870257,0.00966432156568997,0.0034569517710205666,0
1987-10-01,0.005243215618121688,0.0026150095546260133,0.01199261119923034,0.009290173905095678,0.003617731559777848,0
1987-11-01,0.004944751603201958,0.002628086462587831,0.011205542154720138,0.00941531956019448,0.002749077404236022,0
1987-12-01,0.004595499115029433,0.0026347888052171697,0.010271682082978906,0.009846277497285172,0.0010310930649648498,0
1988-01-01,0.00422362458311909,0.0026346364904448194,0.009432720852204923,0.010326634423913905,1.2963075992189488e-05,0
1988-02-01,0.003836033261024774,0.0026310587786149142,0.00874154589138798,0.010799223816948977,-0.0001241174864721195,0
1988-03-01,0.0034618847036753664,0.002627047624788048,0.008226996694520539,0.011359145125263037,0.00017334879135200154,0
1988-04-01,0.003132687052319838,0.0026204793363220347,0.007842594325408347,0.012073623958239299,0.00046562679998851664,0
1988-05-01,0.0028341259975874777,0.0026081574199370294,0.00768913250883152,0.013104580358942464,0.0004642997583839126,0
1988-06-01,0.0025595659789230396,0.0025873770832767207,0.007703228615237867,0.014609861374696553,-0.00011987223066922681,0
1988-07-01,0.002300766533151588,0.0025555411570312714,0.007611078009187144,0.016484212105952523,-0.001119190456089214,0
1988-08-01,0.0020395676730640133,0.002509964028895695,0.007237073142240202,0.018355728596125775,-0.002420726888144653,0
1988-09-01,0.0017523945665613994,0.0024484313278279046,0.006485710110995191,0.019579918929756968,-0.00366076403387261,0
1988-10-01,0.0014107800304383744,0.0023650542667912333,0.005602978318693053,0.019674703000936322,-0.004499034776260125,0
1988-11-01,0.00104975464422985,0.002264687827951306,0.004696556530773943,0.018509104791341713,-0.004368987159869331,0
1988-12-01,0.0007090966798521947,0.0021575695114073312,0.00378354284993776,0.016296661293915715,-0.0034599859646653464,0
1989-01-01,0.00041939658076994846,0.0020530486300760487,0.0029007663825662,0.013408262499194468,-0.002785721262837715,0
1989-02-01,0.0002132450176732803,0.0019536370289419125,0.002116266701043701,0.010328083350035655,-0.002854177599919794,0
1989-03-01,9.778260027371033e-05,0.0018600561482706723,0.0014840650645415732,0.0074156977524970635,-0.003442703880629061,0
1989-04-01,5.114575679066036e-05,0.0017800535470176015,0.0009274154819249869,0.00482902491460413,-0.00375969221644068,0
1989-05-01,8.023862082762179e-05,0.001717274544452252,0.00040232322088917805,0.0025270323996591237,-0.00405757032454046,0
1989-06-01,0.00016910442832340777,0.0016663979940254592,-0.0001811573145822365,0.0003634472194398164,-0.004570557238542161,0
1989-07-01,0.00027942197274821723,0.0016224103417883384,-0.0008588565567757556,-0.001816351515107506,-0.005160137906782047,0
1989-08-01,0.00039973986648167426,0.001582618620886933,-0.0014303226469412067,-0.004083077143829605,-0.005327792784435292,0
1989-09-01,0.0005421846165152289,0.0015413269540758279,-0.0018684555382655343,-0.00623550433984299,-0.004950072073732326,0
1989-10-01,0.0007083469245854346,0.0014932196314454416,-0.002378390749533388,-0.007915887943633404,-0.004704396423266921,0
1989-11-01,0.0008934548196757319,0.0014281322862323975,-0.0029916951779564993,-0.008858381670429516,-0.005021796906571119,0
1989-12-01,0.001074520067672502,0.0013379891569709201,-0.003720133373666057,-0.008974263894487411,-0.005680852576714468,0
1990-01-01,0.0011928013061677234,0.0012187429083176937,-0.004575753891378209,-0.008325783142772547,-0.00612420379893619,0
1990-02-01,0.0011974421743552455,0.001071846248690278,-0.00577829620818382,-0.007211041789750627,-0.006179160701148767,0
1990-03-01,0.0010570208947742188,0.0009012269516563975,-0.007359657889115745,-0.006041005523290455,-0.0062604855446268814,0
1990-04-01,0.0007734251872610898,0.0007058318172141753,-0.00911730912724562,-0.00516742256719116,-0.006987318784478891,0
1990-05-01,0.00035418339553938694,0.00048439783620324306,-0.011047820264985297,-0.004874066776029196,-0.007963222430099393,0
1990-06-01,-0.00016973635062011994,0.00024288740512190543,-0.012991736790723518,-0.005166145722940829,-0.008690422515122087,0
1990-07-01,-0.0007165937949684675,-1.0772531272351671e-05,-0.014764767363271813,-0.005915636387132217,-0.00938022755946788,1
1990-08-01,-0.001200014862657639,-0.000266056630970013,-0.016325132978922685,-0.006953140723697793,-0.010354035360196523,1
1990-09-01,-0.001540228310151548,-0.0005059062539736203,-0.01745264446082473,-0.00810867033466689,-0.011264088155677143,1
1990-10-01,-0.0017095061737162354,-0.0007113029386456304,-0.01797655378248164,-0.009240212936565406,-0.01144439751265125,1
1990-11-01,-0.001732874820282504,-0.0008661504756375393,-0.017882515775323737,-0.010324689615079485,-0.010762957396992956,1
1990-12-01,-0.0016314121112808166,-0.000958728501704087,-0.017279430927036987,-0.011458281760807765,-0.009591944156322807,1
1991-01-01,-0.001423948815260978,-0.0009919573621370859,-0.016395834368988282,-0.012768803368291337,-0.008795652697202172,1
1991-02-01,-0.0011604706707206702,-0.0009776530312670673,-0.015381621403676382,-0.014398252295865,-0.00813204538384893,1
1991-03-01,-0.0008831005039535711,-0.0009278372646903676,-0.014387204712984492,-0.016396733764605376,-0.007335425098493165,1
1991-04-01,-0.0005851047047062963,-0.0008520489799703768,-0.01344630774324429,-0.01870686000300381,-0.00627789549654878,0
1991-05-01,-0.00022319433366746466,-0.0007588283797463902,-0.012639991462578104,-0.02106644281812997,-0.004865786936066208,0
1991-06-01,0.00024170035309367677,-0.0006485646113780774,-0.011951208875164543,-0.02318383674981872,-0.0032583053491364034,0
1991-07-01,0.0007971589904229859,-0.0005192916729779284,-0.011178575206268526,-0.024773597226893873,-0.0015976330427172059,0
1991-08-01,0.0013696997332077743,-0.0003712464557352746,-0.010352145362754639,-0.02563500292292975,0.00016307327672393512,0
1991-09-01,0.0018731207558539964,-0.0002109812315964632,-0.009655570886360598,-0.025817116162492493,0.0016933821867946008,0
1991-10-01,0.0022691401442367365,-4.877351310383915e-05,-0.009133030588662994,-0.025667972646577386,0.0025491616959212315,0
1991-11-01,0.002526879653697023,0.00010465891166155927,-0.00877229039787597,-0.025515976023262166,0.002825014343113441,0
1991-12-01,0.002631554962660765,0.00023610162887166553,-0.008536354368220422,-0.025524569284944842,0.002934221944585147,0
1992-01-01,0.002610357535444585,0.0003435807652927281,-0.008269087065138292,-0.025615832789558812,0.003288285829922799,0
1992-02-01,0.0025528300297734674,0.00043421506822483025,-0.007838973146224504,-0.025473919906069842,0.0036389432548111778,0
1992-03-01,0.002549386693853073,0.0005183754713797839,-0.007116332761903932,-0.02478578505721707,0.0039413145602567035,0
1992-04-01,0.0026406427405767374,0.0006119814679994562,-0.006046969490310916,-0.02326433437708686,0.0042711326145985495,0
1992-05-01,0.002800300626192964,0.0007246270885907791,-0.004559659796465443,-0.020736965317915246,0.004421468488795988,0
1992-06-01,0.0029638394442548233,0.0008469526982999298,-0.0027791931945961856,-0.017480379515640188,0.0044464146863201215,0
1992-07-01,0.003082173005987343,0.0009731358329752027,-0.0009252949984350778,-0.014133639268686826,0.004611429702143344,0
1992-08-01,0.0031112985309524888,0.0010979888096223078,0.0008720461590279172,-0.011295045205544474,0.005061949449433278,0
1992-09-01,0.0030257675458464917,0.001215780828445645,0.0025092638279189394,-0.009175322478349512,0.0057099134237130755,0
1992-10-01,0.002851018026802876,0.001324448847887183,0.003986639061413388,-0.007660786290628607,0.006482863360981916,0
1992-11-01,0.002635566357090724,0.0014239672753735277,0.0053159419646764405,-0.006495366229932964,0.006973737368185962,0
1992-12-01,0.0024525168789173435,0.0015177382807785023,0.006486737139910437,-0.005354769391410663,0.007133537497054476,0
1993-01-01,0.0023625945471223986,0.0016119157808187623,0.007478735049222918,-0.003978485031923107,0.0071622564264455235,0
