"DATE","PD37972BM","PD37974BM","PD37976BM"
Ago14,146.572767891813,218.132572357937,159.649884689081
Sep14,141.940895553281,222.969940003662,164.736659689961
Oct14,151.427619339056,248.326388974739,165.308817864661
Nov14,155.456696664208,278.093114502031,150.232989756881
Dic14,167.639703362559,222.953275536618,151.662982557613
Ene15,141.237543866937,194.769641351279,155.366727453763
Feb15,139.057032708698,198.559733963939,146.905302099975
Mar15,140.876584234369,225.017617025941,160.070720992327
Abr15,115.031158188111,215.88845729786,151.643480727851
May15,134.570520860539,213.799668874641,154.423612210048
Jun15,140.287140993793,220.806773075853,164.611915272448
Jul15,138.444863676513,223.137541248799,157.215578366666
Ago15,133.175380160396,224.473799432578,161.51038766468
Sep15,136.706799800437,215.951065514088,159.765573561314
Oct15,148.544675209177,223.781262206553,155.510607918134
Nov15,153.292681682551,248.284408515223,155.008179778099
Dic15,172.389973708894,196.321699047855,156.346513595686
Ene16,141.210082743988,179.534453845917,155.76370139323
Feb16,125.465085238464,174.212496650703,139.696755086374
Mar16,126.424019997296,207.619744814329,153.726389017863
Abr16,125.017895478972,181.689313358544,148.128223656471
May16,133.662896821154,197.466327519633,148.346626979602
Jun16,127.759061663301,210.62706399155,158.191005830998
Jul16,140.560886693426,214.775334816838,144.59384690275
Ago16,139.461617238544,212.436200961988,172.531243515221
Sep16,145.10733160853,254.908457566422,157.732474370494
Oct16,151.122706991497,231.030958832913,166.091836796703
Nov16,155.8373318147,235.538967921212,153.285287875842
Dic16,185.916992510901,220.833004289648,153.654236903468
Ene17,149.176805763158,172.676142245586,155.986470893181
Feb17,128.256917890707,174.654742506997,146.726181187439
Mar17,136.719411256894,210.989282921807,165.764259820822
Abr17,126.382054303296,195.899302354686,146.718820335218
May17,153.965091721507,218.666674991827,172.398407792698
Jun17,149.286641700291,217.49963000014,154.490871346125
Jul17,152.803842086102,217.794283561961,156.14506086732
Ago17,158.226637980357,237.765104602543,178.892988589463
Sep17,150.975489145494,227.37011869483,151.205174152725
Oct17,153.038082396156,258.335060912416,189.470636376432
Nov17,155.272914537815,238.962959122519,158.188753717597
Dic17,181.33131010339,208.559770022105,162.284301917775
Ene18,165.752035611733,210.431414562485,167.734313644926
Feb18,144.830318278948,209.261074768309,149.773716801717
Mar18,150.582455055354,227.217731499279,162.465652702812
Abr18,153.877000758977,234.272079949441,169.68895510086
May18,168.338530614791,238.795262148341,180.824671405874
Jun18,166.880174660281,188.72603738754,162.42806259761
Jul18,162.770352204498,209.759320601775,179.913119312569
Ago18,176.848813098585,218.732058777043,184.768059950642
Sep18,160.392723327387,206.03443494956,160.888985365723
Oct18,181.36162189286,228.824731583061,186.217906704253
Nov18,173.986696412596,224.058304990836,171.322674384806
Dic18,192.579351079423,183.226972265428,161.517870474656
Ene19,192.548124488592,209.183671673292,179.962425392026
Feb19,150.244369549774,186.26577420769,155.869380263291
Mar19,163.652311220816,192.786540440908,168.806984577833
Abr19,158.322810887179,189.089289479875,167.243223144363
May19,162.610311997842,204.743109142433,185.170583832968
Jun19,174.37333233195,204.706770748628,149.942370407883
Jul19,187.717498996421,205.903627872565,174.127998229766
Ago19,164.342084564623,224.863635682297,183.248262104135
Sep19,176.507297496513,213.114164739132,170.022381789382
Oct19,183.797726680745,225.318984335935,176.036964436782
Nov19,187.168629475372,208.038621305047,159.4949450667
Dic19,212.015354340618,211.781463879748,164.232813524432
Ene20,190.432002309107,223.530263933194,181.97143525728
Feb20,159.574904266329,190.922036721311,158.225786155086
Mar20,128.602096315908,123.823353733442,134.384179566788
Abr20,91.0795102614527,74.5698036677364,147.286904374714
May20,115.772225640253,70.4883467211354,152.46431569212
Jun20,134.226840747109,92.9999808418198,138.512220466996
Jul20,169.944752010561,150.646653132542,157.155193626522
Ago20,184.721145115178,170.994792840595,142.915660793242
Sep20,200.087121594339,191.153273629512,150.362274688535
Oct20,225.632694572942,218.797496561456,171.682575413826
Nov20,207.446765432949,213.739887434761,190.175082128612
Dic20,226.824850824643,225.270546041899,197.521208903768
Ene21,199.950174391419,186.107258861251,164.265437941556
Feb21,174.060186307083,203.534835703496,175.261528724176
Mar21,164.436662104386,230.533681492131,185.270224247435
Abr21,179.326856751707,213.238456748047,186.21567916916
May21,182.785514711679,211.517308258601,196.362783026834
Jun21,173.468544269444,202.065686776643,176.218565072783
Jul21,207.790370132168,220.377883488433,170.826663911447
Ago21,205.02598717561,189.115555500092,180.552883622125
Sep21,232.096639254451,211.541091104113,182.025222423876
Oct21,237.328690856484,228.894523788322,185.563310440173
Nov21,227.212798070567,194.178891747682,185.212178774753
Dic21,264.058785443308,231.086264070689,211.516084597319
Ene22,208.924669874856,184.955552999219,174.758840870276
Feb22,202.523915482631,194.841595495347,183.059445583924
Mar22,203.012006475609,210.669762669633,200.430658378962
Abr22,178.442061369341,198.579862132266,212.482097649051
May22,191.85698878145,175.494165191384,178.633159570091
Jun22,187.832811886904,221.402273336216,176.890330733279
Jul22,207.712002135601,233.681785789896,195.751754258184
Ago22,222.620384746317,212.527045890353,216.507003158325
Sep22,225.15248608614,213.83316723277,195.83322353582
	 
