DATE,PN02312FM,PN38705PM,PN02028AM,PD37972BM,PD37974BM,PD37976BM,Recesion
2006-09-01,3997.46096842438,62.690631045476,88.4287848631645,80.4830145111468,80.7565925368837,81.5847685680774,0
2006-10-01,4390.14856408548,62.7180829089466,91.2155589241584,112.655615295672,99.5151717228322,97.8119703676967,0
2006-11-01,4345.5608100314,62.5411205980373,89.3625363726144,106.83376535897,114.930735860136,89.9897112035507,0
2006-12-01,4431.81351363718,62.5572635658092,89.8348849125278,101.010220134829,105.077437295559,88.8611657363391,0
2007-01-01,4756.43499507976,62.5631613837047,94.2445117535376,92.4893519081948,87.8777144003482,96.2849279781467,0
2007-02-01,3843.56372532958,62.7254923290977,89.6036232005544,87.2093444080366,81.5358177355938,92.22829368573,0
2007-03-01,4707.29791698373,62.9443010952826,99.0416393807052,90.7815216879185,91.8766545756821,98.1279684665224,0
2007-04-01,7927.66541827953,63.0564721201698,91.9102922670962,90.7434240426345,95.2786067084884,89.9130381994174,0
2007-05-01,5251.56112503765,63.3666290173321,100.294416244574,90.0969520959901,99.6321139709953,93.627464495885,0
2007-06-01,4635.85425135532,63.6642570439849,97.1980749078804,99.9671895227224,91.0787415027206,96.1438420588935,0
2007-07-01,4976.29431757807,63.9670093814535,101.813323720125,105.008508359588,107.699075793644,108.589045799747,0
2007-08-01,5097.81862852015,64.0545851031271,103.200430874667,100.555065965974,101.17294105947,108.448770329501,0
2007-09-01,4770.00595295425,64.44691983683,101.485230261794,100.174033782119,96.9711857797491,107.304926294881,0
2007-10-01,5032.38020861405,64.6492926190962,109.769913885508,117.741575791198,118.135663602623,108.990144048817,0
2007-11-01,5041.18517255395,64.7210579671552,108.769500123792,91.7126337411164,114.311679842655,94.9075484249261,0
2007-12-01,4754.87999660627,65.0143122764871,102.669043379766,133.520398694508,114.42980502803,105.434030217534,0
2008-01-01,5903.36601485785,65.1586741108229,105.033478127241,116.58781463667,110.144286273115,126.962033889075,0
2008-02-01,4574.2651711618,65.7496751808387,104.291774805451,103.759917012732,103.503114269926,105.341340499279,0
2008-03-01,5180.77730266425,66.4346886068455,105.445899232887,108.526112871379,111.515478778368,111.06881115987,0
