"DATE","PN01652XM","PN01654XM","PN01655XM","PN01660XM","PN01661XM","PN01662XM","PN01664XM"
Jul18,283.52925067775,1238.525,15.7374090909091,71.1272727272727,215.217932590436,123.151078586454,617.36448120108
Ago18,274.550586927674,1201.09130434783,14.9870434782609,68.055652173913,234.856211305374,122.709158185174,625.230975556313
Sep18,274.457970268212,1198.4725,14.285,70.2125,216.10813248234,119.42362004685,632.41804530354
Oct18,282.115718802978,1215.39347826087,14.5967391304348,70.7486956521739,219.711412426557,125.39646992113,656.057350999207
Nov18,281.042224330875,1220.94545454545,14.3610454545455,56.7313636363636,219.877703131545,127.553165964,624.359147519491
Dic18,274.9514949665,1251.43333333333,14.7722857142857,48.92,227.9684772764,132.802267444,620.926712342227
Ene19,269.412667267054,1291.30652173913,15.6193043478261,51.2017391304348,225.2389445068,135.187185290348,626.630431655399
Feb19,285.785305728037,1320.065,15.8146,54.986,216.01627320644,134.38355926485,656.966518197826
Mar19,292.08918668875,1300.89761904762,15.3030476190476,58.1514285714286,212.816071004133,131.583726029,636.716009595849
Abr19,292.131526885625,1285.46818181818,15.0529090909091,63.8695454545455,202.190617099164,129.235264392818,613.857127029957
May19,273.214954612098,1283.65,14.6586086956522,60.7213043478261,196.850434372139,138.148363190478,588.902628874544
Jun19,266.813237862325,1359.0425,15.0361,54.6575,210.83541004568,161.3705022489,614.05353886354
Jul19,269.488101650326,1412.97826086957,15.7708260869565,57.3321739130435,194.198497015722,163.224233847652,618.089915324672
Ago19,258.777024314375,1499.025,17.2239545454546,54.8059090909091,180.244601002327,142.459421189591,628.407636334159
Sep19,261.23518569225,1511.31428571429,18.1706666666667,56.857619047619,175.040037353067,136.176689824,640.379882429302
Oct19,261.146636573063,1494.8,17.6452608695652,53.9630434782609,182.152950228139,145.286000094261,667.559729895809
Nov19,265.802968856333,1470.01666666667,17.1570952380952,57.0790476190476,195.336563075733,140.151009516,685.049736029143
Dic19,276.109407307125,1480.19772727273,17.1926818181818,59.8781818181818,201.689566503345,141.242584028318,724.238573301158
Ene20,273.803342801617,1559.0347826087,17.97,57.7213043478261,209.215491684591,146.775147361956,732.509829398624
Feb20,257.99200024675,1597.1025,17.8803,50.617,200.54717114488,143.35952279565,670.61313222707
Mar20,235.080227254398,1591.92727272727,14.8841363636364,29.2077272727273,202.340932277909,136.679444673545,606.140947895064
Abr20,229.157836563294,1682.72272727273,15.0799545454545,16.8363636363636,206.683370775,120.323721652909,569.614359453291
